Cluster,DocId,Key-phrases,Candidate-count,Phrase-candidates
0,191,"['urban health', 'machine learning algorithms', 'complementary data', 'neighborhood scale', 'prediction']",78,"['urban health', 'neighborhood disorder', 'machine learning', 'machine learning algorithms', 'neighborhood scale', 'predictive model', 'different machine learning', 'neighborhood', 'census tract level', 'prediction', 'predictor', 'learning algorithms', 'accurate prediction', 'socioeconomic variable', 'census', 'city', 'data', 'health outcome', 'useful complementary data', 'complementary data', 'health', 'chronic disease', 'data source', 'evaluate future scenario', 'evaluate future', 'city official', 'social environment', 'prevalence', 'official evaluate future', 'complementary data source', 'disease', 'policy intervention', 'algorithms', 'environment', 'tract level', 'disorder', 'neighborhood condition', 'future', 'learning', 'area', 'future scenario', 'physical environment', 'model', 'information', 'analysis', 'degree', 'machine', 'service', 'scale', 'policy', 'change', 'variable', 'service request', 'intervention', 'level', 'outcome', 'investment', 'source', 'historical record', 'scenario', 'paper', 'performance', 'record', 'approach', 'study', 'discrepancy', 'significant discrepancy', 'method', 'different machine', 'need', 'aspect', 'practice', 'condition', 'b', 'request', 'value', 'actual value', 'official']"
0,200,"['social medium data', 'urban human activity', 'cluster', 'natural language processing', 'population movement']",65,"['social medium data', 'urban human activity', 'city', 'natural language processing', 'urban planning', 'social activity', 'population movement pattern', 'social medium', 'city pulse', 'social medium platform', 'cluster', 'major city', 'population movement', 'natural language', 'diverse social medium', 'human behaviour', 'human activity', 'language processing', 'data', 'crowd', 'anomalous activity', 'activity', 'location', 'population', 'medium data', 'crowd size', 'criminal activity', 'temporal pattern', 'language', 'different temporal pattern', 'movement', 'movement pattern', 'planning', 'analysis offer insight', 'analysis', 'time understanding', 'real time understanding', 'use', 'platform', 'analysis offer', 'behaviour', 'time', 'flow', 'real time', 'machine', 'pattern', 'historical average', 'pulse', 'offer insight', 'identification', 'order', 'estimation', 'insight', 'processing', 'multitude', 'understanding', 'size', 'medium platform', 'many issue', 'average', 'paper', 'medium', 'framework', 'issue', 'offer']"
0,235,"['classifier', 'city service dimension', 'social network message', 'text datasets', 'sustainable city']",93,"['classifier', 'city service dimension', 'social network message', 'urban data', 'classification', 'sustainable city', 'social network', 'Twitter', 'urbanization', 'city', 'city service', 'support decision system', 'distinct text datasets', 'text datasets', 'rapid urbanization', 'different city service', 'social network profile', 'official social network', 'citizen message', 'decision system', 'texts', 'datasets', 'data', 'organization', 'customer complain system', 'category', 'different city', 'network message', 'algorithms', 'network', 'complain system', 'algorithm', 'service dimension', 'tweet', 'community dashboard', 'support decision', 'Transportation', 'community', 'ISO category', 'network profile', 'governmental support decision', 'message', 'indicator', 'citizen', 'customer complain', 'cultural producer', 'support', 'service', 'use', 'example', 'dimension', 'company', 'governmental entity', 'profile', 'complain', 'recyclers', 'dashboard', 'environmental agency', 'customer', 'police', 'machine', 'governmental support', 'office', 'gateway', 'agency', 'number', 'quality', 'problem', 'feasibility', 'waste', 'system', 'private service', 'complains', 'decision', 'present paper', 'order', 'entity', 'producer', 'Different model', 'water', 'cultural event', 'police office', 'model', 'set', 'paper', 'post', 'evolution', 'result', 'proposal', 'event', 'life', 'performance', 'Initial result']"
0,258,"['land use detection', 'region embeddings', 'phone data', 'urbanization', 'similarity measure']",77,"['land use detection', 'urban land use', 'urban land', 'land use algorithm', 'urban planning', 'land use type', 'spatial information', 'land use topic', 'land use', 'global spatial information', 'region embeddings', 'land use result', 'urbanization', 'land', 'embeddings', 'phone data', 'POI data', 'similarity measure', 'mobile phone data', 'phone', 'topic distribution', 'use topic distribution', 'similarity matrix', 'research hotspot', 'use detection', 'use topic', 'region', 'mobile phone', 'multiple data', 'similarity', 'detection', 'activity', 'data', 'use algorithm', 'hotspot', 'LDA model', 'human activity', 'topic', 'planning', 'algorithm', 'use', 'information', 'effective information', 'multiple data source', 'use type', 'type', 'feature', 'data source', 'GPS trajectory', 'measure', 'information loss', 'correlation', 'trajectory', 'information support', 'research', 'Glove model', 'Numerous method', 'matrix', 'integrated framework', 'study', 'previous work', 'method', 'effective information support', 'framework', 'interest', 'work', 'point', 'model', 'distribution', 'use result', 'support', 'loss', 'source', 'advancement', 'effectiveness', 'result', 'Experiment']"
0,336,"['government knowledge graph', 'Kadaster knowledge', 'data browsing', 'open data', 'urban planning']",75,"['government knowledge graph', 'Kadaster knowledge graph', 'knowledge graph', 'knowledge graphs', 'open data', 'open government knowledge', 'government knowledge', 'data browsing', 'government information', 'Kadaster knowledge', 'data', 'datasets', 'open government', 'knowledge', 'data lake', 'information', 'urban planning', 'several datasets', 'graphs', 'virtual assistant', 'first open government', 'data silo', 'graph', 'store data', 'incompany data', 'proprietary incompany data', 'government', 'machine learning', 'bot', 'organization', 'learning', 'planning', 'browsing', 'assistant', 'multicriteria', 'multicriteria analysis', 'citizen', 'use', 'example', 'common belief', 'share', 'administrative level', 'different administrative level', 'context', 'developed demonstrator', 'view', 'service', 'demonstrator', 'development', 'analysis', 'belief', 'constructing', 'silo', 'lake', 'store', 'level', 'number', 'machine', 'experience', 'world', 'integrated view', 'proprietary incompany', 'incompany', 'intention', 'answer', 'term', 'system', 'star', 'paper', 'rise', 'thousand', 'value', 'approach', 'fifth star', 'decade']"
0,364,"['retail store placement', 'heterogeneous urban data', 'popularity', 'area feature', 'industry']",56,"['retail store placement', 'heterogeneous urban data', 'store placement', 'urban data', 'store placement problem', 'prospective retail store', 'commercial area feature', 'retail success', 'commercial area', 'geographic feature', 'area feature', 'retail store', 'candidate area', 'placement problem', 'store', 'industry', 'placement', 'real data', 'area', 'popularity', 'predictive power', 'business', 'data', 'category', 'human movement feature', 'consumer study', 'movement feature', 'data source', 'feature', 'case study', 'consumer', 'timely solution', 'human movement', 'various machine', 'machine', 'success', 'work', 'movement', 'model', 'case', 'interest', 'problem', 'labor', 'power', 'accurate', 'time', 'study', 'solution', 'candidate', 'source', 'limitation', 'method', 'point', 'paper', 'proposal', 'none']"
0,410,"['spatiotemporal pattern mining', 'tensor factorization', 'smart city environment', 'traffic', 'city']",69,"['spatiotemporal pattern mining', 'city spatiotemporal pattern', 'tensor factorization', 'spatiotemporal data', 'matrix tensor factorization', 'efficient factorization', 'efficient factorization algorithm', 'pattern mining', 'spatiotemporal activity', 'accurate spatiotemporal pattern', 'spatiotemporal pattern', 'factorization algorithm', 'smart city', 'smart city environment', 'factorization', 'city environment', 'traffic', 'city', 'meaningful pattern', 'tensor', 'Machine Learning process', 'urban planning', 'traffic control', 'activity', 'data', 'matrix tensor', 'transportation', 'matrix', 'smartphones', 'contexts', 'Nonnegative CMTF model', 'algorithm', 'pattern', 'smartphone', 'factor goodness', 'mobility', 'mining', 'sensor', 'factor', 'planning', 'multiple contexts', 'additional contexts', 'empirical analysis', 'selection', 'Learning process', 'variable selection', 'inbuilt sensor', 'transportation facility', 'accuracy', 'information', 'environment', 'automated extraction', 'analysis', 'available information', 'people', 'challenging task', 'CMTF model', 'task', 'extraction', 'process', 'model', 'facility', 'efficiency', 'term', 'control', 'advancement', 'paper', 'goodness', 'inbuilt']"
0,412,"['subjective data', 'urban green space', 'Location tracking', 'machine learning technique', 'social science study']",78,"['subjective data', 'machine learning', 'urban green space', 'data science technique', 'data science', 'social science', 'machine learning technique', 'data', 'social science study', 'sensor information', 'accessible green space', 'city', 'green space', 'park', 'social study', 'Location tracking', 'surroundings', 'people', 'smartphone app', 'interaction', 'top interaction area', 'area', 'interaction area', 'technology', 'app', 'information', 'learning', 'citizen', 'tracking', 'photographic information', 'science study', 'space', 'participant', 'user', 'smartphone', 'text', 'behavior', 'science technique', 'science', 'input', 'top interaction', 'insight', 'field', 'learning technique', 'type', 'time', 'opportunity', 'machine', 'field experiment', 'feature', 'main feature', 'digital technology', 'novel way', 'experiment', 'Location', 'overview', 'Implication', 'pilot study', 'study', 'image', 'way', 'pattern', 'certain pattern', 'time period', 'capability', 'deployment', 'amount', 'vast amount', 'technique', 'day', 'paper', 'ease', 'help', 'direct input', 'different time', 'different time period', 'period', 'pilot']"
0,417,"['Extracting leisure activity', 'semantic topic model', 'city', 'Web data', 'geographic analysis']",82,"['Extracting leisure activity', 'urban leisure', 'leisure ontology', 'leisure activity potential', 'tourism research', 'tourism', 'semantic topic model', 'geographic analysis', 'urban space', 'Extracting leisure', 'semantic topic', 'tourism study', 'leisure', 'leisure activity', 'city', 'topic model', 'leisure ontology class', 'Web data', 'related city policy', 'ontology', 'webtexts', 'related city', 'Web ranking', 'city policy', 'topic', 'semantic level', 'place tag', 'Web information', 'ontology class', 'official webtexts', 'medium semantic level', 'data', 'affordance estimation', 'place', 'activity', 'mobile sensor data', 'dataset', 'ranking', 'available Web information', 'affordance', 'sensor data', 'information', 'prominent source', 'planning', 'tag', 'content', 'article', 'space', 'unstructured form', 'opportunity', 'research', 'class', 'new opportunity', 'type', 'policy', 'analysis', 'study', 'diversity', 'mobile sensor', 'sensor', 'source', 'computer', 'quality', 'estimation', 'approach', 'model', 'amount', 'activity potential', 'potential', 'level', 'function', 'strategy', 'subtle quality', 'recent year', 'form', 'machine', 'difficulty', 'particular function', 'method', 'year', 'medium', 'bulk']"
0,459,"['human mobility prediction', 'urban planning', 'urban traffic gravity', 'clustering algorithm', 'distance value']",89,"['human mobility prediction', 'urban human mobility', 'mobility prediction model', 'mobility prediction', 'urban traffic gravity', 'human mobility', 'traffic gravity model', 'urban region', 'traffic gravity', 'urban traffic', 'urban planning', 'prediction model', 'social function vector', 'clustering', 'resident population', 'distance value', 'clustering algorithm', 'travel distance', 'traffic', 'possible distance value', 'gravity model', 'functional distance', 'Euclidean distance', 'mobility', 'SNS data', 'distance', 'gravity', 'prediction', 'possible distance', 'data', 'dimension reduction', 'travel', 'dimension reduction method', 'population', 'region', 'social function', 'Newtonian mechanic', 'dimension', 'diverse social factor', 'people', 'planning', 'algorithm', 'social factor', 'mass', 'distribution', 'public record data', 'local function', 'function vector', 'mass value', 'variable', 'function', 'record data', 'SNS post', 'basis', 'use', 'mechanic', 'article', 'number', 'vector', 'model', 'reduction', 'employee', 'impact', 'reduction method', 'significant impact', 'machine', 'study', 'author', 'method', 'access', 'public', 'open access article', 'quality', 'reproduction', 'time', 'life', 'access article', 'source', 'factor', 'open access', 'process', 'public record', 'post', 'medium', 'term', 'value', 'unrestricted use', 'original author', 'record']"
